	Date	PX_LAST	PX_VOLUME	Valuation
NTAP US Equity	9/29/00	127.375	382660300	48741355713
NTAP US Equity	6/30/00	80.5	368106300	29632557150
NTAP US Equity	3/31/00	82.75	374807300	31015304075
NTAP US Equity	12/31/99	41.5313	273979800	11378737268
NTAP US Equity	9/30/99	17.9063	201144000	3601744807
NTAP US Equity	6/30/99	13.9688	291935600	4077990009
NTAP US Equity	3/31/99	12.6563	224929600	2846776496
NTAP US Equity	12/31/98	11.2109	255302000	2862165192
NTAP US Equity	9/30/98	6.3281	138887200	878892090.3
NTAP US Equity	6/30/98	4.8672	87230400	424567802.9
NTAP US Equity	3/31/98	4.4375	126014400	559188900
NTAP US Equity	12/31/97	4.4375	116768800	518161550
NTAP US Equity	9/30/97	3.3906	124171200	421014870.7
NTAP US Equity	6/30/97	2.375	130571200	310106600
NTAP US Equity	3/31/97	2.0313	151521600	307785826.1
NTAP US Equity	12/31/96	3.1797	186313600	592421353.9
NTAP US Equity	9/30/96	1.875	113739200	213261000
NTAP US Equity	6/28/96	1.8594	91366400	169886684.2
NTAP US Equity	3/29/96	1.9844	112760000	223760944
NTAP US Equity	12/29/95	2.5078	135457600	339700569.3
SQ US Equity	9/29/17	28.81	446280432	12857339246
SQ US Equity	6/30/17	23.46	485642685	11393177390
SQ US Equity	3/31/17	17.28	378544197	6541243724
SQ US Equity	12/30/16	13.63	296193815	4037121698
SQ US Equity	9/30/16	11.66	290047766	3381956952
SQ US Equity	6/30/16	9.05	223387441	2021656341
SQ US Equity	3/31/16	15.28	139376049	2129666029
SQ US Equity	12/31/15	13.09	107687789	1409633158
SNPS US Equity	9/29/17	80.53	49327807	3972368298
SNPS US Equity	6/30/17	72.93	71644171	5225009391
SNPS US Equity	3/31/17	72.13	83339355	6011267676
SNPS US Equity	12/30/16	58.86	49975495	2941557636
SNPS US Equity	9/30/16	59.35	52416101	3110895594
SNPS US Equity	6/30/16	54.08	52982034	2865268399
SNPS US Equity	3/31/16	48.44	65764133	3185614603
SNPS US Equity	12/31/15	45.61	54484089	2485019299
SNPS US Equity	9/30/15	46.18	51964724	2399730954
SNPS US Equity	6/30/15	50.65	44143064	2235846192
SNPS US Equity	3/31/15	46.32	39294221	1820108317
SNPS US Equity	12/31/14	43.47	36732804	1596774990
SNPS US Equity	9/30/14	39.695	36273006	1439856973
SNPS US Equity	6/30/14	38.82	37887718	1470801213
SNPS US Equity	3/31/14	38.41	48557561	1865095918
SNPS US Equity	12/31/13	40.57	39699137	1610593988
SNPS US Equity	9/30/13	37.7	34343424	1294747085
SNPS US Equity	6/28/13	35.75	40231637	1438281023
SNPS US Equity	3/28/13	35.88	58012299	2081481288
SNPS US Equity	12/31/12	31.8354	39335010	1252245777
SNPS US Equity	9/28/12	32.995	47316340	1561202638
SNPS US Equity	6/29/12	29.43	42986402	1265089811
SNPS US Equity	3/30/12	30.66	52699522	1615767345
SNPS US Equity	12/30/11	27.2	64423984	1752332365
SNPS US Equity	9/30/11	24.36	75091873	1829238026
SNPS US Equity	6/30/11	25.71	50071969	1287350323
SNPS US Equity	3/31/11	27.65	65287755	1805206426
SNPS US Equity	12/31/10	26.91	54687778	1471648106
SNPS US Equity	9/30/10	24.77	75052572	1859052208
SNPS US Equity	6/30/10	20.87	89945800	1877168846
SNPS US Equity	3/31/10	22.37	78808672	1762949993
SNPS US Equity	12/31/09	22.28	93998625	2094289365
SNPS US Equity	9/30/09	22.42	87807659	1968647715
SNPS US Equity	6/30/09	19.51	84180330	1642358238
SNPS US Equity	3/31/09	20.73	90476185	1875571315
SNPS US Equity	12/31/08	18.52	101719399	1883843269
SNPS US Equity	9/30/08	19.95	105255336	2099843953
SNPS US Equity	6/30/08	23.9	79663364	1903954400
SNPS US Equity	3/31/08	22.71	88162690	2002174690
SNPS US Equity	12/31/07	25.93	75484831	1957321668
SNPS US Equity	9/28/07	27.08	84148044	2278729032
SNPS US Equity	6/29/07	26.43	73497198	1942530943
SNPS US Equity	3/30/07	26.23	70989718	1862060303
SNPS US Equity	12/29/06	26.73	74200806	1983387544
SNPS US Equity	9/29/06	19.72	52370504	1032746339
SNPS US Equity	6/30/06	18.77	58480217	1097673673
SNPS US Equity	3/31/06	22.35	81797844	1828181813
SNPS US Equity	12/30/05	20.06	74311773	1490694166
SNPS US Equity	9/30/05	18.9	72788900	1375710210
SNPS US Equity	6/30/05	16.67	65754485	1096127265
SNPS US Equity	3/31/05	18.1	79124535	1432154084
SNPS US Equity	12/31/04	19.55	98152561	1918882568
SNPS US Equity	9/30/04	15.76	159494390	2513631586
SNPS US Equity	6/30/04	28.43	89282085	2538289677
SNPS US Equity	3/31/04	28.73	118773463	3412361592
SNPS US Equity	12/31/03	33.86	142527311	4825974750
SNPS US Equity	9/30/03	30.91	149700056	4627228731
SNPS US Equity	6/30/03	30.965	203703088	6307666120
SNPS US Equity	3/31/03	21.2855	159855620	3402606800
SNPS US Equity	12/31/02	23.075	244857908	5650096227
SNPS US Equity	9/30/02	19.075	218438616	4166716600
SNPS US Equity	6/28/02	27.405	205742600	5638375953
SNPS US Equity	3/28/02	27.58	162633400	4485429172
SNPS US Equity	12/31/01	29.535	180097400	5319176709
SNPS US Equity	9/28/01	20.0549	149212600	2992443772
SNPS US Equity	6/29/01	24.195	201691600	4879928262
SNPS US Equity	3/30/01	23.4688	200608200	4708033724
SNPS US Equity	12/29/00	23.7188	120714400	2863200711
SNPS US Equity	9/29/00	18.9375	197697200	3743890725
SNPS US Equity	6/30/00	17.2813	169934400	2936687347
SNPS US Equity	3/31/00	24.375	275420600	6713377125
SNPS US Equity	12/31/99	33.375	125909200	4202219550
SNPS US Equity	9/30/99	28.0781	74085400	2080177270
SNPS US Equity	6/30/99	27.5938	129353200	3569346330
SNPS US Equity	3/31/99	26.875	79715400	2142351375
SNPS US Equity	12/31/98	27.125	88848200	2410007425
SNPS US Equity	9/30/98	16.6563	87698400	1460730860
SNPS US Equity	6/30/98	22.875	120552200	2757631575
SNPS US Equity	3/31/98	16.375	100984800	1653626100
SNPS US Equity	12/31/97	17.875	117923200	2107877200
SNPS US Equity	9/30/97	21.25	123243600	2618926500
SNPS US Equity	6/30/97	18.375	86179600	1583550150
SNPS US Equity	3/31/97	12.5	89753200	1121915000
SNPS US Equity	12/31/96	23.125	35104800	811798500
SNPS US Equity	9/30/96	23.0625	49310400	1137221100
SNPS US Equity	6/28/96	19.875	49419200	982206600
SNPS US Equity	3/29/96	16	51461400	823382400
SNPS US Equity	12/29/95	19	44510400	845697600
SNPS US Equity	9/29/95	15.375	56048600	861747225
SNPS US Equity	6/30/95	15.6563	54161200	847963995.6
SNPS US Equity	3/31/95	11.9375	53920000	643670000
SNPS US Equity	12/30/94	10.9375	46683200	510597500
SNPS US Equity	9/30/94	11.3125	44042400	498229650
SNPS US Equity	6/30/94	9.375	52477200	491973750
SNPS US Equity	3/31/94	10.9375	62839600	687308125
SNPS US Equity	12/31/93	11.3125	53868000	609381750
SNPS US Equity	9/30/93	11.875	44603600	529667750
SNPS US Equity	6/30/93	11.375	47326000	538333250
SNPS US Equity	3/31/93	8.375	51138000	428280750
SNPS US Equity	12/31/92	8.6563	46776000	404907088.8
SNPS US Equity	9/30/92	7.375	54033600	398497800
SNPS US Equity	6/30/92	7	23645200	165516400
SNPS US Equity	3/31/92	8	24452000	195616000
TWTR US Equity	9/29/17	16.87	920190564	15523614815
TWTR US Equity	6/30/17	17.87	1164123663	20802889858
TWTR US Equity	3/31/17	14.95	1110040927	16595111859
TWTR US Equity	12/30/16	16.3	1667963378	27187803061
TWTR US Equity	9/30/16	23.05	1884641625	43440989456
TWTR US Equity	6/30/16	16.91	1485688046	25122984858
TWTR US Equity	3/31/16	16.55	1441509223	23856977641
TWTR US Equity	12/31/15	23.14	1384445053	32036058526
TWTR US Equity	9/30/15	26.94	1300044350	35023194789
TWTR US Equity	6/30/15	36.22	1406294939	50936002691
TWTR US Equity	3/31/15	50.08	1271571307	63680291055
TWTR US Equity	12/31/14	35.87	1546541489	55474443210
TWTR US Equity	9/30/14	51.58	1659851264	85615128197
TWTR US Equity	6/30/14	40.97	1685596441	69058886188
TWTR US Equity	3/31/14	46.67	971594627	45344321242
TWTR US Equity	12/31/13	63.65	845683613	53827761967
AMD US Equity	9/29/17	12.75	4110178042	52404770036
AMD US Equity	6/30/17	12.48	4868096699	60753846804
AMD US Equity	3/31/17	14.55	4184837192	60889381144
AMD US Equity	12/30/16	11.34	3015485138	34195601465
AMD US Equity	9/30/16	6.91	2349007816	16231644009
AMD US Equity	6/30/16	5.14	1492895650	7673483641
AMD US Equity	3/31/16	2.85	881630346	2512646486
AMD US Equity	12/31/15	2.87	608468577	1746304816
AMD US Equity	9/30/15	1.72	847951917	1458477297
AMD US Equity	6/30/15	2.4	934853291	2243647898
AMD US Equity	3/31/15	2.68	1053226919	2822648143
AMD US Equity	12/31/14	2.67	1192206199	3183190551
AMD US Equity	9/30/14	3.41	1913272090	6524257827
AMD US Equity	6/30/14	4.19	1334817914	5592887060
AMD US Equity	3/31/14	4.01	1543029209	6187547128
AMD US Equity	12/31/13	3.87	1534818582	5939747912
AMD US Equity	9/30/13	3.81	1874715374	7142665575
AMD US Equity	6/28/13	4.08	1794218870	7320412990
AMD US Equity	3/28/13	2.55	1124319692	2867015215
AMD US Equity	12/31/12	2.4	1769602115	4247045076
AMD US Equity	9/28/12	3.37	1398217550	4711993144
AMD US Equity	6/29/12	5.73	1006553847	5767553543
AMD US Equity	3/30/12	8.02	1004545838	8056457621
AMD US Equity	12/30/11	5.4	1109775981	5992790297
AMD US Equity	9/30/11	5.08	1641612700	8339392516
AMD US Equity	6/30/11	6.99	1125907981	7870096787
AMD US Equity	3/31/11	8.6	1651967468	14206920225
AMD US Equity	12/31/10	8.18	1377735493	11269876333
AMD US Equity	9/30/10	7.11	2022544322	14380290129
AMD US Equity	6/30/10	7.32	1861181827	13623850974
AMD US Equity	3/31/10	9.27	1251644425	11602743820
AMD US Equity	12/31/09	9.68	2023799366	19590377863
AMD US Equity	9/30/09	5.66	1687045739	9548678883
AMD US Equity	6/30/09	3.87	1259468595	4874143463
AMD US Equity	3/31/09	3.05	944658144	2881207339
AMD US Equity	12/31/08	2.16	1304594811	2817924792
AMD US Equity	9/30/08	5.25	1494271890	7844927423
AMD US Equity	6/30/08	5.83	1510788660	8807897888
AMD US Equity	3/31/08	5.89	1709677848	10070002525
AMD US Equity	12/31/07	7.5	1583649495	11877371213
AMD US Equity	9/28/07	13.2	1672761207	22080447932
AMD US Equity	6/29/07	14.3	1850250631	26458584023
AMD US Equity	3/30/07	13.06	1649666353	21544642570
AMD US Equity	12/29/06	20.35	1458712900	29684807515
AMD US Equity	9/29/06	24.85	1282879900	31879565515
AMD US Equity	6/30/06	24.42	1011669200	24704961864
AMD US Equity	3/31/06	33.16	1094227500	36284583900
AMD US Equity	12/30/05	30.6	697962000	21357637200
AMD US Equity	9/30/05	25.2	510339900	12860565480
AMD US Equity	6/30/05	17.34	514473700	8920973958
AMD US Equity	3/31/05	16.12	768570700	12389359684
AMD US Equity	12/31/04	22.02	790719000	17411632380
AMD US Equity	9/30/04	13	627407700	8156300100
AMD US Equity	6/30/04	15.9	627130100	9971368590
AMD US Equity	3/31/04	16.23	705953200	11457620436
AMD US Equity	12/31/03	14.9	788110097	11742840445
AMD US Equity	9/30/03	11.11	681178500	7567893135
AMD US Equity	6/30/03	6.41	565942400	3627690784
AMD US Equity	3/31/03	6.18	453582400	2803139232
AMD US Equity	12/31/02	6.46	699890900	4521295214
AMD US Equity	9/30/02	5.34	340698800	1819331592
AMD US Equity	6/28/02	9.72	372232200	3618096984
AMD US Equity	3/28/02	14.71	415870600	6117456526
AMD US Equity	12/31/01	15.86	405250100	6427266586
AMD US Equity	9/28/01	8.15	447392800	3646251320
AMD US Equity	6/29/01	28.9	556844300	16092800270
AMD US Equity	3/30/01	26.54	474808000	12601404320
AMD US Equity	12/29/00	13.8125	478360000	6607347500
AMD US Equity	9/29/00	24	621566900	14917605600
AMD US Equity	6/30/00	38.625	684854200	26452493475
AMD US Equity	3/31/00	29.5	572407400	16886018300
AMD US Equity	12/31/99	14.4688	357005000	5165433944
AMD US Equity	9/30/99	8.5938	246965200	2122369536
AMD US Equity	6/30/99	9.0313	222341600	2008033692
AMD US Equity	3/31/99	7.75	496579200	3848488800
AMD US Equity	12/31/98	14.5	470409600	6820939200
AMD US Equity	9/30/98	9.2813	318392800	2955099095
AMD US Equity	6/30/98	8.5313	314096000	2679647205
AMD US Equity	3/31/98	14.5313	297584600	4324291098
AMD US Equity	12/31/97	8.875	270615200	2401709900
AMD US Equity	9/30/97	16.2813	304160868	4952134340
AMD US Equity	6/30/97	17.9375	328506600	5892587138
AMD US Equity	3/31/97	20.75	333800800	6926366600
AMD US Equity	12/31/96	12.875	199919220	2573959958
AMD US Equity	9/30/96	7.375	104822000	773062250
AMD US Equity	6/28/96	6.8125	125354800	853979575
AMD US Equity	3/29/96	8.6875	138492800	1203156200
AMD US Equity	12/29/95	8.25	193266800	1594451100
AMD US Equity	9/29/95	14.5625	216808804	3157278208
AMD US Equity	6/30/95	18.25	192978390	3521855618
AMD US Equity	3/31/95	16.9375	175537800	2973171488
AMD US Equity	12/30/94	12.4375	149033600	1853605400
AMD US Equity	9/30/94	14.875	84975600	1264012050
AMD US Equity	6/30/94	12.5	118753600	1484420000
AMD US Equity	3/31/94	15.625	176487800	2757621875
AMD US Equity	12/31/93	8.875	162644200	1443467275
AMD US Equity	9/30/93	13.1875	126602200	1669566513
AMD US Equity	6/30/93	12.0625	183106400	2208720950
AMD US Equity	3/31/93	11.5	134911800	1551485700
AMD US Equity	12/31/92	9.0625	155022200	1404888688
AMD US Equity	9/30/92	5.625	112060400	630339750
AMD US Equity	6/30/92	4.375	145415200	636191500
AMD US Equity	3/31/92	8.875	196133600	1740685700
AMD US Equity	12/31/91	8.75	162632600	1423035250
AMD US Equity	9/30/91	4.6875	108177200	507080625
AMD US Equity	6/28/91	6	128221200	769327200
AMD US Equity	3/28/91	5.25	126562400	664452600
AMD US Equity	12/31/90	2.4375	46449200	113219925
AMD US Equity	9/28/90	2.5625	55185800	141413612.5
AMD US Equity	6/29/90	4.75	70550800	335116300
AMD US Equity	3/30/90	4.5625	51180600	233511487.5
AMD US Equity	12/29/89	3.9375	19102800	75217275
AMD US Equity	9/29/89	4.5	28695600	129130200
AMD US Equity	6/30/89	4.875	43635800	212724525
AMD US Equity	3/31/89	4.25	44997600	191239800
AMD US Equity	12/30/88	4.3125	62556000	269772750
AMD US Equity	9/30/88	4.625	59318600	274348525
AMD US Equity	6/30/88	8.25	87094600	718530450
AMD US Equity	3/31/88	5.5	56599400	311296700
AMD US Equity	12/31/87	4.9375	92750400	457955100
AMD US Equity	9/30/87	11	73457000	808027000
AMD US Equity	6/30/87	9.5	68768800	653303600
AMD US Equity	3/31/87	9.9375	84962400	844313850
AMD US Equity	12/31/86	6.875	34981000	240494375
AMD US Equity	9/30/86	7.875	56252800	442990800
AMD US Equity	6/30/86	10	51632400	516324000
AMD US Equity	3/31/86	14.25	50293800	716686650
AMD US Equity	12/31/85	14.5	56383000	817553500
AMD US Equity	9/30/85	13.125	45282800	594336750
AMD US Equity	6/28/85	13	55380600	719947800
AMD US Equity	3/29/85	16.6875	58335000	973465312.5
AMD US Equity	12/31/84	14.75	67612400	997282900
AMD US Equity	9/28/84	17.375	65085400	1130858825
AMD US Equity	6/29/84	15.375	53591600	823970850
AMD US Equity	3/30/84	14.25	47328600	674432550
AMD US Equity	12/30/83	16.8125	36179000	608259437.5
AMD US Equity	9/30/83	14.5	34955800	506859100
AMD US Equity	6/30/83	16.125	39168400	631590450
AMD US Equity	3/31/83	8.375	43964800	368205200
AMD US Equity	12/31/82	6.2813	32284400	202788001.7
AMD US Equity	9/30/82	4.4375	39478800	175187175
AMD US Equity	6/30/82	4.0417	23286600	94117451.22
AMD US Equity	3/31/82	3.75	21973800	82401750
AMD US Equity	12/31/81	2.9375	14188200	41677837.5
AMD US Equity	9/30/81	2.7083	15115800	40938121.14
AMD US Equity	6/30/81	3.9167	23295600	91241876.52
AMD US Equity	3/31/81	4.3542	27516000	119810167.2
AMD US Equity	12/31/80	5.75	25854000	148660500
AMD US Equity	9/30/80	5.1771	22172400	114788732
PANW US Equity	9/29/17	144.1	82042079	11822263584
PANW US Equity	6/30/17	133.81	126108921	16874634719
PANW US Equity	3/31/17	112.68	132321355	14909970281
PANW US Equity	12/30/16	125.05	98801546	12355133327
PANW US Equity	9/30/16	159.33	98721188	15729246884
PANW US Equity	6/30/16	122.64	125228406	15358011712
PANW US Equity	3/31/16	163.14	138890747	22658636466
PANW US Equity	12/31/15	176.14	98870021	17414965499
PANW US Equity	9/30/15	172	102939689	17705626508
PANW US Equity	6/30/15	174.7	84695259	14796261747
PANW US Equity	3/31/15	146.08	81677743	11931484697
PANW US Equity	12/31/14	122.57	115770854	14190033575
PANW US Equity	9/30/14	98.1	105932824	10392010034
PANW US Equity	6/30/14	83.85	122803622	10297083705
PANW US Equity	3/31/14	68.6	107853448	7398746533
PANW US Equity	12/31/13	57.47	67686949	3889968959
PANW US Equity	9/30/13	45.82	56365233	2582654976
PANW US Equity	6/28/13	42.16	70263369	2962303637
PANW US Equity	3/28/13	56.6	64439127	3647254588
PANW US Equity	12/31/12	53.52	37687773	2017049611
PANW US Equity	9/28/12	61.57	28587703	1760144874
ANET US Equity	9/29/17	189.61	50594346	9593193945
ANET US Equity	6/30/17	149.79	52576328	7875408171
ANET US Equity	3/31/17	132.27	54185260	7167084340
ANET US Equity	12/30/16	96.77	42759913	4137876781
ANET US Equity	9/30/16	85.08	45677479	3886239913
ANET US Equity	6/30/16	64.38	46601041	3000175020
ANET US Equity	3/31/16	63.1	59814816	3774314890
ANET US Equity	12/31/15	77.84	42069653	3274701790
ANET US Equity	9/30/15	61.19	48922008	2993537670
ANET US Equity	6/30/15	81.74	44676561	3651862096
ANET US Equity	3/31/15	70.53	41848530	2951576821
ANET US Equity	12/31/14	60.76	40973264	2489535521
ANET US Equity	9/30/14	88.33	24242383	2141329690
ANET US Equity	6/30/14	62.39	14346704	895090862.6
MXIM US Equity	9/29/17	47.71	131265429	6262673618
MXIM US Equity	6/30/17	44.9	139137537	6247275411
MXIM US Equity	3/31/17	44.96	128375171	5771747688
MXIM US Equity	12/30/16	38.57	118550614	4572497182
MXIM US Equity	9/30/16	39.93	141051552	5632188471
MXIM US Equity	6/30/16	35.69	128975862	4603148515
MXIM US Equity	3/31/16	36.78	165545804	6088774671
MXIM US Equity	12/31/15	38	198630195	7547947410
MXIM US Equity	9/30/15	33.4	177894920	5941690328
MXIM US Equity	6/30/15	34.575	158027874	5463813744
MXIM US Equity	3/31/15	34.81	151839188	5285522134
MXIM US Equity	12/31/14	31.87	174419332	5558744111
MXIM US Equity	9/30/14	30.24	140166493	4238634748
MXIM US Equity	6/30/14	33.81	156209457	5281441741
MXIM US Equity	3/31/14	33.12	193484767	6408215483
MXIM US Equity	12/31/13	27.9	188372175	5255583683
MXIM US Equity	9/30/13	29.82	184192143	5492609704
MXIM US Equity	6/28/13	27.78	194438170	5401492363
MXIM US Equity	3/28/13	32.64	166219762	5425413032
MXIM US Equity	12/31/12	29.4	142827200	4199119680
MXIM US Equity	9/28/12	26.6222	154138815	4103514361
MXIM US Equity	6/29/12	25.64	183718511	4710542622
MXIM US Equity	3/30/12	28.59	152333528	4355215566
MXIM US Equity	12/30/11	26.04	169172710	4405257368
MXIM US Equity	9/30/11	23.33	234413576	5468868728
MXIM US Equity	6/30/11	25.56	146755228	3751063628
MXIM US Equity	3/31/11	25.6	209255773	5356947789
MXIM US Equity	12/31/10	23.62	208952302	4935453373
MXIM US Equity	9/30/10	18.51	228259902	4225090786
MXIM US Equity	6/30/10	16.73	283995382	4751242741
MXIM US Equity	3/31/10	19.39	203080898	3937738612
MXIM US Equity	12/31/09	20.32	246806865	5015115497
MXIM US Equity	9/30/09	18.14	270857074	4913347322
MXIM US Equity	6/30/09	15.69	503343399	7897457930
MXIM US Equity	3/31/09	13.21	301566616	3983694997
MXIM US Equity	12/31/08	11.42	202519027	2312767288
MXIM US Equity	9/30/08	18.1	107239688	1941038353
MXIM US Equity	6/30/08	21.15	114911149	2430370801
MXIM US Equity	3/31/08	20.39	267523729	5454808834
MXIM US Equity	12/31/07	26.48	336947868	8922379545
MXIM US Equity	9/28/07	29.35	420442273	12339980713
MXIM US Equity	6/29/07	33.41	362282289	12103851275
MXIM US Equity	3/30/07	29.4	335779465	9871916271
MXIM US Equity	12/29/06	30.62	274426636	8402943594
MXIM US Equity	9/29/06	28.08	357118865	10027897729
MXIM US Equity	6/30/06	32.11	352286390	11311915983
MXIM US Equity	3/31/06	37.15	264789203	9836918891
MXIM US Equity	12/30/05	36.24	307657950	11149524108
MXIM US Equity	9/30/05	42.65	281261506	11995803231
MXIM US Equity	6/30/05	38.22	307624446	11757406326
MXIM US Equity	3/31/05	40.87	350766346	14335820561
MXIM US Equity	12/31/04	42.39	326145035	13825288034
MXIM US Equity	9/30/04	42.29	408166828	17261375156
MXIM US Equity	6/30/04	52.42	387843379	20330749927
MXIM US Equity	3/31/04	46.97	365656454	17174883644
MXIM US Equity	12/31/03	49.58	364342011	18064076905
MXIM US Equity	9/30/03	39.39	423557902	16683945760
MXIM US Equity	6/30/03	34.1	534164847	18215021283
MXIM US Equity	3/31/03	36.12	529296431	19118187088
MXIM US Equity	12/31/02	33.04	673164447	22241353329
MXIM US Equity	9/30/02	24.76	591910923	14655714453
MXIM US Equity	6/28/02	38.33	447555600	17154806148
MXIM US Equity	3/28/02	55.71	352886100	19659284631
MXIM US Equity	12/31/01	52.51	376851200	19788456512
MXIM US Equity	9/28/01	34.94	315084900	11009066406
MXIM US Equity	6/29/01	44.21	335428300	14829285143
MXIM US Equity	3/30/01	41.59	354086400	14726453376
MXIM US Equity	12/29/00	47.8125	262387700	12545411906
MXIM US Equity	9/29/00	80.4375	156426000	12582516375
MXIM US Equity	6/30/00	67.9375	249418000	16944835375
MXIM US Equity	3/31/00	71.0625	189433900	13461646519
